Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score,Extracted_Names,Urgency_Phrases,Audio_File,Event_Source,Event_Confidence,Location_Source,Location_Confidence,Sentiment_Urgency_Source,Metadata_Title,Metadata_Description
C579,We've already got some money on the way. Can you give me any kind of description?,Shooting / gun violence,Tennessee,Concerned,0.63,Unknown,None detected,911_first6sec/call_604_2.wav,Metadata,0.82,Metadata state,0.72,Transcript + incident context,Officer shooting,"– In August 2009 six Chattanooga (Tenn.) police officers confronted a suicidal man with a rifle, and fired 59 rounds at him when he allegedly pointed the firearm at them. Alonzo Heyward suffered 43 gunshot wounds, according to the coroner, and was killed. (passerby 911 calls and radio traffic)"
C580,"There are three black gentlemen that are there. Her last in the women, Aptie.",Shooting / gun violence,"Clackamas County, Oregon",Concerned,0.63,Unknown,None detected,911_first6sec/call_605_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,911 call from McDonald’s shooting,"– In June 2009 a Clackamas County man dialed 911 to complain about a wrong order at a McDonald’s restaurant. After a dispatcher told him the call was inappropriate, Jeremy Martin and his two friends continued to dial 911 to complain, eventually claiming that a restaurant staffer was pointing a gun at them. Officers found and arrested Martin, but his two friends had fled. Read the CAD report"
C581,I was at a late title. I picked $10 and these guys gave me one burger and a fries,Shooting / gun violence,"Clackamas County, Oregon",Concerned,0.63,Unknown,None detected,911_first6sec/call_605_1.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,911 call from McDonald’s shooting,"– In June 2009 a Clackamas County man dialed 911 to complain about a wrong order at a McDonald’s restaurant. After a dispatcher told him the call was inappropriate, Jeremy Martin and his two friends continued to dial 911 to complain, eventually claiming that a restaurant staffer was pointing a gun at them. Officers found and arrested Martin, but his two friends had fled. Read the CAD report"
C582,I gave you guys 10 hours and they gave me 1 burger and a fry and told me that it's hard.,Shooting / gun violence,"Clackamas County, Oregon",Concerned,0.63,Unknown,None detected,911_first6sec/call_605_2.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,911 call from McDonald’s shooting,"– In June 2009 a Clackamas County man dialed 911 to complain about a wrong order at a McDonald’s restaurant. After a dispatcher told him the call was inappropriate, Jeremy Martin and his two friends continued to dial 911 to complain, eventually claiming that a restaurant staffer was pointing a gun at them. Officers found and arrested Martin, but his two friends had fled. Read the CAD report"
C583,"I've been running over. I've been running over. Oh, they only use real chat for...",Traffic collision,Iowa,Concerned,0.49,Unknown,None detected,911_first6sec/call_606_0.wav,Metadata,0.93,Metadata state,0.72,Transcript + incident context,Officer hit by car,"– In August 2009 Des Moines (Iowa) police Sgt. Larina Blad was struck and injured by a suspected DUI. She radio for assistance, saying, “I’ve been run over.”"
C584,"Yes, my husband is a Batman, I stabbed him. Okay, what's your address? 94.95.",Stabbing / assault,Ohio,Concerned,0.59,Unknown,stabbed,911_first6sec/call_607_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Stabbing murder,"– In August 2009 a Bainbridge Township (Ohio) woman dialed 911 to say she had stabbed her husband during a dispute. Sandra Franklin was held for murder after police found Dr. Peter Franklin dead. She had dialed 911 a week earlier about a dispute, and police removed three guns from the house."
C585,I'm driving and I have somebody chasing me and they just hit my car.,Traffic collision,"Sarasota, Florida",Concerned,0.49,driving and,None detected,911_first6sec/call_608_0.wav,Metadata,0.82,Metadata description,0.82,Transcript + incident context,Chase &amp; crash,"– In August 2009 a woman in Sarasota (Fla.) dialed 911 to report she was being chased on the highway by her ex-boyfriend, and he had threatened her with a gun and was ramming her vehicle. About 40 seconds into the call, Rebecca Provencher ran a stop sign and crashed into a Sarasota PD car–the officer suffered a broken wrist and Provencher was ejected from the car, seriously injuring her. The ex-boyfriend was arrested hours later. Provencher only gave bare details during the 911 call before the sounds of the collision."
C586,"Well, I'm Jeremy Drom now, I'm just trying to figure out a thing when you get...",Shooting / gun violence,North Carolina,Concerned,0.63,Jeremy Drom now; just trying to,None detected,911_first6sec/call_610_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Motorist shot,"– In August 2009 an Archdale (NC) police officer stopped a man driving on I-40 who had called 911 saying he was suicidal and carrying a pistol. When Courtland Smith, 21, pointed the gun at the officer, the officer shot and killed him. Smith talked to a Guilford Metro 911 dispatcher for 15 minutes before he reluctantly pulled over for the officers. Listen to the Archdale PD radio traffic"
C587,Why don't you see what's the matter? I meant the court. I got to...,Fall / accidental injury,Idaho,Concerned,0.48,Unknown,None detected,911_first6sec/call_611_0.wav,Metadata,0.89,Metadata state,0.72,Transcript + incident context,Fall from balcony,"– In August 2009 a woman fell from the 12th-story balcony of the Coeur D’Alene Resort (Idaho), prompting Ian James to dial 911 to report what happened. Police are investigating how Lynea Sprung Hambrice came to fall over the balcony railing, including if she was drunk, pushed or fell accidentally."
C588,I have a quick story for a co-worker. She just called in and sounded very...,Homicide / death investigation,Florida,Distressed,0.66,Unknown,None detected,911_first6sec/call_612_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Murder-suicide,"– In March 2009 Orlando (Fla.) police dispatcher Alan Ballard fielded a 911 call from a woman reporting that her co-worker had been kidnapped. Ballard was skeptical, waited 23 minutes to enter the incident into CAD, and classified it as a “suspicious incident” and not a kidnapping. In Aug. 2009 he was fired for mishandling the call. In fact, Loyta Sloley was kidnapped by her ex-boyfriend and murdered at a motel, and James Clayton then killed himself. (On the tape: call from co-worker, call with Sloley herself and then Clayton, and third call with co-worker."
C589,"I can't stand problem, you can't stand where he is at that. He's trying to himself, so I can't understand. I have a song over there.",Homicide / death investigation,"Glynn County, Georgia",Distressed,0.66,Unknown,None detected,911_first6sec/call_613_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Mass murders,"– In August 2009 Glynn County (Geo.) police responded to a trailer park in response to 911 calls, and found the bodies of seven persons who had been murdered. Two other persons were injured, and one later died. Later that day, police arrested Guy Heinze, 20, on several charges, but not including the murders. Police had no immediate suspects. (first call is from neighbor, who hands phone to Heinze and later the trailer park maintenance man. The"
C590,"That's been part of it and so many things out. So I'm gonna shout out. Yeah, you can shout out to her over.",Shooting / gun violence,Utah,Concerned,0.63,gonna shout out,None detected,911_first6sec/call_614_0.wav,Metadata,0.82,Metadata state,0.72,Transcript + incident context,Mass murders,"– In Feb. 2007 shoppers at the Trolley Square (Salt Lake City, Utah) shopping center called 911 to report gunfire inside. Police responded and tracked down Sulejman Talović, 18, who was armed with a shotgun and handgun. For an unknown reason, Talović shot and killed five persons, injured another four, and was killed by police. Coincidentally, Ogden city police officer Kenneth Hammond was off-duty in the mall having dinner with his wife Sarita, who was a OPD dispatcher. She used a cellular phone to report the incident while Kenneth responded to engage the suspect. Also listen to the SLCPD"
C591,Someone is getting my house within the summer.,Shooting / gun violence,Ohio,Concerned,0.63,Unknown,None detected,911_first6sec/call_615_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Intruder shot,"– In August 2009 a Sylvania (Ohio) resident shot and killed a man who the resident says broke into his home’s back door and “charged me.” Clay Hausenfleck dialed 911 to explain what happened, and arriving police found Louis Mason dead–and also a marijuana grow operation in the basement with 100 plants. Hausenfleck was arrested on drug charges."
C592,I just saw a guy go into a room.,Missing person / abduction,"Ogden, Utah",Concerned,0.56,Unknown,None detected,911_first6sec/call_616_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,Child kidnapping,"– In August 2009 a man in Ogden (Utah) lured an 11 year-old girl into his van and drove her back to a local motel. But a woman checking out of the motel noticed the frightened girl entering the motel room, and dialed 911 to report her sighting. Officers arrived and quick intervened, arresting Fernando Deleon-Barrios on kidnapping charges."
C593,Uh-huh. It looks good. I'm sorry? I'm sorry. I like how I just stuck. Wow.,Traffic collision,California,Concerned,0.49,sorry,None detected,911_first6sec/call_617_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Stuck accelerator,"– In Sept. 2009 off-duty CHP Off. Mark Saylor and his family were in a loaner Lexus from a car dealership when the accelerator stuck on State Route 125. A passenger dialed 911 for help, but just 50 seconds later the Lexus rear-ended a vehicle at an intersection, the vehicle crashed, rolled and caught fire. Saylor, his wife and daughter, and the wife’s brother were killed."
C594,just been shot through in my parents. You've been shot? Just right. Where have you been shot at? I'm in my leg.,Homicide / death investigation,"Boone County, Kentucky",Distressed,0.66,in my leg,shot,911_first6sec/call_618_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Murder 911 call,"– In June 2009 Michael Moore, 39, dialed 911 from his Boone County (Ken.) home to report his parents and he had been shot by a masked intruder. Both parents were shot in the head, while Michael was shot in the leg. By Sept. 2009, sheriff’s deputies had arrested Moore for the murders. Moore is a former sheriff’s deputy who was fired after drug allegations, and he was later convicted and served jail time. He was arrested after the murders on prescription drug fraud charges."
C595,Nobody just broke into a house with the address. They have to miss with the address. Shut up. You shy out?,Shooting / gun violence,Wisconsin,Concerned,0.63,Unknown,None detected,911_first6sec/call_620_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Burglar shot,– In Sept. 2009 a Fitchburg (Wisc.) resident shot and killed a man who police believe was trying to burglarize the resident’s home. Jamie Chen dialed 911 to excitedly tell a dispatcher that he had shot a “big guy running up the stairs” at him. The dispatcher sent officers and explained to Chen how to surrender safely to police. The district attorney did not charge Chen.
C596,I had just fed my daughters and myself. You just did one? I found my daughters. You stopped.,Stabbing / assault,California,Concerned,0.59,Unknown,None detected,911_first6sec/call_621_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Attempted murder-suicide,"– In Sept. 2009 a Westminster (S. Calif.) woman stabbed her 5 and 3 year-old children, and then herself during a murder-suicide attempt. However, she then dialed 911 for help. Thuy Le, 38, and her children were taken to the hospital and survived."
C597,"Wish 10 people in the house, do they have weapons? Huh? Yes. We'll catch the water.",Shooting / gun violence,Kentucky,Concerned,0.63,Unknown,None detected,911_first6sec/call_622_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Burglary 911,"– In Sept. 2009 an 8 year-old girl hid in a Louisville (Ken.) pantry when two armed men invaded her home, and held her mother and two siblings at gunpoint. Police arrived and arrested two teenagers, and none of the occupants was injured."
C598,"Hi, my name is Steven Rodwold and I just heard a few of my dad.",Shooting / gun violence,"Huron County, Ohio",Concerned,0.63,Steven Rodwold and,None detected,911_first6sec/call_623_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Father murdered,"– In Sept. 2009 a Huron County (Ohio) man shot and killed his father, allegedly in self-defense, and he then dialed 911 to report it. Steven Rodvold, 26, admitted the shooting to a sheriff’s dispatcher what happened, put down his .357-cal. revolver and surrendured to deputies. (The last segment of the recording wasn’t released.)"
C599,The baby was breathing the mother. I had...,Medical emergency,"Seminole County, Florida",Concerned,0.53,Unknown,None detected,911_first6sec/call_624_0.wav,Metadata,0.79,Metadata description,0.82,Transcript + incident context,Baby dies,– In Oct. 2009 a man dialed 911 in Seminole County (Fla.) to report that his wife was hysterical and her 2 year-old daughter was not breathing. Sheriff’s deputies found the child dead and arrested Nioshka Bello for murder.
C600,My name is Casey and I'm driving toward Don Carrio and a car went off into the media at mile marker 22.,Traffic collision,"Canyon County, Idaho",Concerned,0.49,Casey and; driving toward Don,None detected,911_first6sec/call_625_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Pinned under door,"– In Oct. 2009 a former Canyon County (Idaho) paramedic dialed 911 to report a phony car accident, and then after fire crews left their station in the town of Caldwell, she tried to slip under the closing garage door. However, Melissa Farris, 35, was pinned to the concrete driveway by the closing door and died of asphyxia. Returning fire crews found her but could not revive her. Officials are tight-lipped about why she left county employment and why she was trying to enter the firehouse."
C601,"I just can't come back to the window. It's not too close. Is anybody hurting your house? I don't know yet, but...",Shooting / gun violence,Arizona,Concerned,0.63,Unknown,None detected,911_first6sec/call_626_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Homeowner shot,"– In Sept. 2008 a Phoenix man was home with his wife and child, while outside a shooting occurred several blocks away. Police arrived and chased the suspect through backyards. At one point the suspect broke through the front window of the man’s home and ran into his daughter’s bedroom to hide. Anthony Arambula grabbed a handgun and confronted the suspect in the bedroom. Police were already outside the house looking for the suspect, as Arambula’s wife and daughter ran outside and told a sergeant that Anthony was inside holding the suspect at gunpoint. Officers entered the house as Anthony was on the phone to a dispatcher after dialing 911. An officer believed Anthony was the suspect, and fired six rounds, seriously injuring Arambula. Some of the shooting was captured on the logging tape."
C602,Do you see that? I was breathing. It was no cold. Yes.,Medical emergency,"Sedona, Arizona",Concerned,0.53,Unknown,None detected,911_first6sec/call_627_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,Sweat lodge deaths,– In Oct. 2009 several persons attending a motivational retreat in Sedona (Ariz.) fell unconscious while taking part in a 2-hour “sweat lodge” session. Two persons died and several others were in critical condition. An on-scene nurse attended to the victims and then dialed 911 for help.
C603,What's going on? I don't know somebody put the window on now. And your house or your car?,Shooting / gun violence,"Harris County, Texas",Concerned,0.63,Unknown,None detected,911_first6sec/call_628_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Burglar shot,"– In Oct. 2009 a man broke into a Harris County (Tex.) home in the middle of the night, prompting resident Jorge Guzman to dial 911 while locked in his bedroom, and armed with a gun. The dispatcher talked to Guzman, but after 10 minutes the suspect tried to enter the bedroom, and Guzman shot him. The suspect fled, but was caught by deputies, while the dispatcher kept Guzman safe in the bedroom, talking to him."
C604,I'm going to tell you what's going on. I'm going to tell you what's going on. I'm going to tell you what's going on.,Burglary / robbery / intruder,Wisconsin,Concerned,0.47,going to tell,None detected,911_first6sec/call_629_0.wav,Metadata,0.82,Metadata state,0.72,Transcript + incident context,Home invasion robbery,"– In Oct. 2009 two men broke into a Brighton (Wisc.) home, shot the male occupant and threatened his wife. The woman managed to dial 911 in full view of the suspects, who seemed more intent on collecting items to steal. The calmness of the woman and the fact she was in full view of the suspects made the call initially sound suspicious. Robin Leydel was unhurt, her husband survived and both suspects were arrested."
C605,and there were some kids over here around just another kid who found another kid in all of that,Building fire,Florida,Concerned,0.59,Unknown,None detected,911_first6sec/call_631_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Boy set afire,"– In Oct. 2009 a Deerfield Beach (Fla.) 15 year-old was doused with rubbing alcohol and set afire by a group of boys. Michael Brewer jumped into a swimming pool to put out the flames, and several persons dialed 911 for help, including a woman during an 8-minute call. This is a 28-minute collection of the 911 calls."
C606,So we'll break this car on fire and you jump inside of the swimming pool. Go see address.,Building fire,Florida,Concerned,0.59,Unknown,fire,911_first6sec/call_631_1.wav,Transcript,0.86,Metadata state,0.72,Transcript + incident context,Boy set afire,"– In Oct. 2009 a Deerfield Beach (Fla.) 15 year-old was doused with rubbing alcohol and set afire by a group of boys. Michael Brewer jumped into a swimming pool to put out the flames, and several persons dialed 911 for help, including a woman during an 8-minute call. This is a 28-minute collection of the 911 calls."
C607,"Oh, and I cut my wife. Oh, we're gonna dance up and I think she gets. I want you at the address.",Homicide / death investigation,"Warren County, Ohio",Distressed,0.66,Unknown,None detected,911_first6sec/call_633_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Drowning death,"– In Aug. 2008 a Warren County (Ohio) man dialed 911 to say his wife had drowned in a bathtub. But deputies arrested Ryan Widmer for murder after considering the evidence. In April 2009 an investigation was begun after dispatchers said colleague  Ron Kronenberger was asleep just before he answered Widmer’s 911 call, and that Kronenberger routinely slept on-duty. On the logging tape of the call, Kronenberer seems dazed and confused, and there were long periods of silence on the call. County officials were unaware of the report on the 911 call until Oct. 2009, and then produced two 911 calls that Kronenberger handled four minutes before Widmer’s call, proving Kronenberger wasn’t completely asleep when Widmer called."
C608,"that's right now. She does gone and I need them all. It's itself. Okay, what do we mean shooting?",Shooting / gun violence,Minnesota,Concerned,0.63,Unknown,shooting; right now,911_first6sec/call_634_0.wav,Transcript + metadata,0.79,Metadata state,0.72,Transcript + incident context,Shooting in house,"– In Oct. 2009 a drunken man walked through a Hudson (Minn.) house with a gun, firing at least 20 shots at other occupants. Daniel Christenson did not shoot anyone inside the home during the 23-minute 911 call, and his 19 year-old son and others escaped. But Christenson was shot and wounded after a 7-hour stand-off with police."
C609,I just killed my father anyway. You just did one?,Shooting / gun violence,Utah,Concerned,0.63,Unknown,None detected,911_first6sec/call_635_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Shooting,– In Oct. 2009 an Orem (Utah) man dialed 911 to say that he’d shot his brother-in-law to death after an altercation. Stephen Strate talked to the dispatcher before police arrived.
C610,"Yeah, I have a black guy and he says it's gonna rub the store and anyone says to give him he says he has a gun on him",Shooting / gun violence,Iowa,Concerned,0.63,Unknown,gun,911_first6sec/call_637_0.wav,Transcript + metadata,0.82,Metadata state,0.72,Transcript + incident context,Robbery shooting,"– In Nov. 2009 a Des Moines (Iowa) man came into a local discount store, claimed to have a gun and took an employee hostage. Arriving police confronted Daniel Carter, and then shot him when they believed he was a threat. Carter was not armed, and was last in critical condition. Police said they received several calls about Carter acting erratic before he entered the store and threatened a clerk."
C611,Hello? Anybody else have to? Hello? Anybody who has to have to have to?,Non-emergency / misuse of 911,Florida,Calm,0.06,Unknown,None detected,911_first6sec/call_638_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Sex 911 calls,"– In Nov. 2009 a Tampa man dialed 911 after he ran out of free minutes on his cellular phone, and attempted to solicit sex from the 911 dispatchers. Joshua Basso, 29, was arrested by officers who responded to his home and confirmed the 911 calls had been made from his cellular phone."
C612,"I'm so sorry for the shooting, there's people running out of my building at work, where",Shooting / gun violence,Florida,Concerned,0.63,so sorry for,shooting,911_first6sec/call_641_0.wav,Transcript + metadata,0.79,Metadata state,0.72,Transcript + incident context,Office Shooting,"– In Nov. 2009 an ex-employee of a Orlando (Fla.) engineering company came back to the office with a gun, shot and killed one former co-worker and wounded five others before being arrested. Jason Rodriguez was later indicted on first-degree murder charges. During the shootings, several persons dialed 911 for help."
C613,"Yes ma'am, I'm having a shot. Aaaaah! Aaaaah! Please! I'm sorry, words.",Shooting / gun violence,Florida,Distressed,0.7,having; sorry,shot; please,911_first6sec/call_641_1.wav,Transcript + metadata,0.79,Metadata state,0.72,Transcript + incident context,Office Shooting,"– In Nov. 2009 an ex-employee of a Orlando (Fla.) engineering company came back to the office with a gun, shot and killed one former co-worker and wounded five others before being arrested. Jason Rodriguez was later indicted on first-degree murder charges. During the shootings, several persons dialed 911 for help."
C614,"and say. Thank you, everybody. I'm watching today, everybody. I'm watching an Avenue.",Stabbing / assault,New Jersey,Concerned,0.59,watching today; watching an Avenue,None detected,911_first6sec/call_642_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Stabbing murder,"– In Oct. 2009 a Chatham Borough (NJ) priest was stabbed to death, and the church’s custodian was arrested for murder. Rev. Edward Hinds managed to dial 911 for help, but the suspect, Jose Feliciano, took away the cellular phone and said everything was okay. Because there was no Phase II service, the dispatcher didn’t know the location of the call. Parishioners later called police when Hinds failed to show for church services, and officers found his body."
C615,I'm bringing a teacher max right now. I work at Sweet Bay and a couple of ladies who work there just ran down here telling me.,Burglary / robbery / intruder,"Venice, Florida",Concerned,0.47,bringing,right now,911_first6sec/call_643_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,TJ Maxx robbery,"– In Nov. 2009 a pair of masked robbers invaded the TJ Maxx clothing store in Venice (Fla.), sending employees scattering through the rear emergency exits. When the exit alarms went off, the robbers fled, but police surrounded the building for hours believing the suspects were still inside. Two persons outside the store called 911."
C616,"We were closing with Laura and his guy, Jamie, were mad at John. I think...",Burglary / robbery / intruder,"Venice, Florida",Concerned,0.47,Unknown,None detected,911_first6sec/call_643_1.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,TJ Maxx robbery,"– In Nov. 2009 a pair of masked robbers invaded the TJ Maxx clothing store in Venice (Fla.), sending employees scattering through the rear emergency exits. When the exit alarms went off, the robbers fled, but police surrounded the building for hours believing the suspects were still inside. Two persons outside the store called 911."
C617,"No, sir, my neighbor came. You understand her? What's inside the baby out fire? I don't know, the lady's...",Building fire,Connecticut,Concerned,0.59,Unknown,fire,911_first6sec/call_644_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Woman &amp; girl burned,"– In Nov. 2009 a New Haven (Conn.) man set fire to his girlfriend and allegedly poured an accelerant over the woman’s 12 year-old daughter, burning both of them. A woman in a neighboring apartment dialed 911 and relayed information with the victim screaming in the background. They survived - https://www.nhregister.com/news/article/Man-to-serve-25-years-for-setting-woman-on-fire-11564298.php"
C618,"People just broken my neighbor's house. I see address, but see address.",Burglary / robbery / intruder,Florida,Concerned,0.47,Unknown,None detected,911_first6sec/call_645_0.wav,Metadata,0.82,Metadata state,0.72,Transcript + incident context,Home invasion robbery,"– In Nov. 2009 three men invaded a Winter Garden (Fla.) home, held the family hostage for three days and forced them to withdraw $24,000 from their bank account. Marcella Borges managed to escape from a second-floor window and run to a neighbor, who then dialed 911 for help. She was shot while escaping, but did survive. Three suspects were arrested by arriving police."
C619,"I think I got shot. Damn me, he repair 4203 Lake Avenue with Humbie.",Shooting / gun violence,"West Palm Beach, Florida",Concerned,0.63,Unknown,shot,911_first6sec/call_646_0.wav,Transcript + metadata,0.72,Metadata description,0.82,Transcript + incident context,Shoe store robbery,"– In Nov. 2009 two men robbed a shoe repair store in West Palm Beach (Fla.), shooting Juliana Catalfumo, daughter of the owner. She survived and managed to dial 911 for help."
C620,"The old black one behind, shoulders with the guard. Run towards the...",Shooting / gun violence,Ohio,Concerned,0.63,Unknown,None detected,911_first6sec/call_647_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Car stop shoot-out,"– In Nov. 2009 Cincinnati (Ohio) Off. Gregory Toyeas stopped a car, but suspect Randolph Ward fled with a gun, and fired shots at Toyeas. When Ward tried to carjack a van, other officers confronted him and fatally shot him. Radio traffic documented the 3-minute incident."
C621,"Mommy's full. If your mommy's sick, does she need a damn deal in? Mommy.",Medical emergency,"Charles County, Maryland",Concerned,0.53,Unknown,None detected,911_first6sec/call_648_0.wav,Metadata,0.79,Metadata description,0.82,Transcript + incident context,Child call for mother,– In Nov. 2009 a 4 year-old girl in Charles County (Md.) dialed 911 for help when her mother became ill. Samantha Mason gave dispatcher Jaime Ostrander information that allowed EMS units to quickly arrive and treat her mother’s diabetic emergency.
C622,I woke up this morning and my daughter was not in the house. I don't know if she woke up.,Missing person / abduction,North Carolina,Concerned,0.56,Unknown,None detected,911_first6sec/call_649_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Missing child,"– In Nov. 2009 a North Carolina woman called 911 to report her 5 year-old daughter missing. Antoinette Davis told a Fayetteville dispatcher that she last saw Shiniya Davis the previous evening. But within five days police arrested Antoinette, alleging she sold her daughter into sexual slavery. Shaniya was found dead six days later and a suspect was arrested."
C623,I just killed my daughter. You what? I just killed my daughter. I just killed my daughter.,Shooting / gun violence,New Mexico,Concerned,0.63,Unknown,None detected,911_first6sec/call_650_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Infant shot,– In Nov. 2009 an Albuquerque (NM) man shot and killed his infant daughter after a dispute with the mother. Christopher Rains was suicidal and believed he would go to prison for life. The dispatcher kept him on the line while officers responded.
C624,"Mr. Schumer, thank you. Man, man, man, man, man, man, man, man, man, man.",Stabbing / assault,Texas,Concerned,0.59,Unknown,None detected,911_first6sec/call_651_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Infant death,"– In 2007 a 21 month-old toddler wandered into a backyard soccer net and was strangled. In early 2009 the city filed a lawsuit against the city alleging they failed to provide prompt emergency assistance for Matthew Cantrell, including EMD. In Nov. 2009 the city released the logging tape of Ave Cantrell’s 911 call and"
C625,I need to honor anyone quickly and honor fire fire inclusion,Building fire,"Palm Bay, Florida",Concerned,0.59,Unknown,fire,911_first6sec/call_652_0.wav,Transcript + metadata,0.72,Metadata description,0.82,Transcript + incident context,Electrocution deaths,"– In Oct. 2009 a family was erecting an Amateur radio antenna at night in Palm Bay (Fla.) when the tower hit an overhead high-voltage power line. The resulting arcing, power outage and fire generated several 911 calls. Three members of the Braham family died when they lost control of the tower and it struck a 13,000-volt power line."
C626,"The house is on fire, the house is blowing up. Can you dial me? Listen, we've already got a car. Is it on a lap?",Building fire,"Palm Bay, Florida",Concerned,0.59,Unknown,fire,911_first6sec/call_652_1.wav,Transcript,0.86,Metadata description,0.82,Transcript + incident context,Electrocution deaths,"– In Oct. 2009 a family was erecting an Amateur radio antenna at night in Palm Bay (Fla.) when the tower hit an overhead high-voltage power line. The resulting arcing, power outage and fire generated several 911 calls. Three members of the Braham family died when they lost control of the tower and it struck a 13,000-volt power line."
C627,There's a man at my back door he's trying to get in.,Burglary / robbery / intruder,"Lincoln County, Oklahoma",Concerned,0.47,Unknown,None detected,911_first6sec/call_653_0.wav,Metadata,0.82,Metadata description,0.76,Transcript + incident context,Burglary &amp; shooting,"-In Dec. 2009 a man tried to break into a rural Cushing (Okla.) home at night by bashing a rear patio door with a chair. Resident Donna Jackson dialed 911 and talked to Lincoln County Sheriff’s dispatcher Brenda Hart for 10 minutes, when the man broke through the glass and Jackson fatally shot him with a shotgun. It took deputies another 12 minutes to arrive. Watch a video"
C628,We're going to eat!,Shooting / gun violence,Ohio,Concerned,0.63,Unknown,None detected,911_first6sec/call_654_0.wav,Metadata,0.82,Metadata state,0.72,Transcript + incident context,Home invasion shooting,"-In Dec. 2009 three suspects invaded an Elyria (Ohio) apartment and shot both residents, one fatally. One resident was able to wrestle a gun away and fatally shoot one suspect. A 911 call documented the initial struggles and gunfire, followed by two callbacks after the first call was cut off."
C629,He's trying to get his friends and coaches. He's trying to get his friends and coaches. He's trying to get his friends and coaches.,Building fire,"Naples, Florida",Concerned,0.59,Unknown,None detected,911_first6sec/call_656_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,Shooting 911 calls,"– In Jan. 2010 one teen was killed and two others wounded in Naples (Fla.) when several men opened fire at an apartment complex. The incident generated three 911 calls, but contradictory information about the suspects and the getaway car. (Tape edited by police for privacy of callers.)"
C630,"that's heading south on 951. Yeah, it's a new model truck. Looks like a Dodge or a Ford.",Building fire,"Naples, Florida",Concerned,0.59,Unknown,None detected,911_first6sec/call_656_1.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,Shooting 911 calls,"– In Jan. 2010 one teen was killed and two others wounded in Naples (Fla.) when several men opened fire at an apartment complex. The incident generated three 911 calls, but contradictory information about the suspects and the getaway car. (Tape edited by police for privacy of callers.)"
C631,"We've found an elephant walking down the street near the community center, the right 20.",Public safety / unusual incident,Canada,Calm,0.27,Unknown,None detected,911_first6sec/call_657_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Loose elephants,"-In July 2007 two elephants from a visiting circus wandered past their electric-fence enclosure and into the neighborhoods of Newmarket (Ont., Canada) to graze on grass and trees. A group of people walking home spotted the elephants and dialed 911 to report their sighting to a surprised dispatcher. The elephants were rounded up without incidents."
C632,"Oh, somebody's passed out! Somebody what? Somebody's passed out!",Homicide / death investigation,California,Distressed,0.66,Unknown,None detected,911_first6sec/call_659_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Celebrity death,"– In Dec. 2009 actress Brittany Murphy suffered a medical problem, and her mother dialed 911 and spoke to a LAFD dispatcher, who provided medical instructions. Murphy did not survive, and a cause of death was still pending in Jan. 2010. [LAFD deleted certain details from tape.]"
