Incident_ID,Source,Event,Location,Time,Severity,Source_Record_ID,Detail
AUD-607,Audio,Homicide / death investigation,"Warren County, Ohio",Unknown,High,C607,"Oh, and I cut my wife. Oh, we're gonna dance up and I think she gets. I want you at the address."
AUD-608,Audio,Shooting / gun violence,Minnesota,Unknown,High,C608,"that's right now. She does gone and I need them all. It's itself. Okay, what do we mean shooting?"
AUD-609,Audio,Shooting / gun violence,Utah,Unknown,High,C609,I just killed my father anyway. You just did one?
AUD-610,Audio,Shooting / gun violence,Iowa,Unknown,High,C610,"Yeah, I have a black guy and he says it's gonna rub the store and anyone says to give him he says he has a gun on him"
AUD-611,Audio,Non-emergency / misuse of 911,Florida,Unknown,Low,C611,Hello? Anybody else have to? Hello? Anybody who has to have to have to?
AUD-612,Audio,Shooting / gun violence,Florida,Unknown,High,C612,"I'm so sorry for the shooting, there's people running out of my building at work, where"
AUD-613,Audio,Shooting / gun violence,Florida,Unknown,High,C613,"Yes ma'am, I'm having a shot. Aaaaah! Aaaaah! Please! I'm sorry, words."
AUD-614,Audio,Stabbing / assault,New Jersey,Unknown,High,C614,"and say. Thank you, everybody. I'm watching today, everybody. I'm watching an Avenue."
AUD-615,Audio,Burglary / robbery / intruder,"Venice, Florida",Unknown,High,C615,I'm bringing a teacher max right now. I work at Sweet Bay and a couple of ladies who work there just ran down here telling me.
AUD-616,Audio,Burglary / robbery / intruder,"Venice, Florida",Unknown,High,C616,"We were closing with Laura and his guy, Jamie, were mad at John. I think..."
AUD-617,Audio,Building fire,Connecticut,Unknown,High,C617,"No, sir, my neighbor came. You understand her? What's inside the baby out fire? I don't know, the lady's..."
AUD-618,Audio,Burglary / robbery / intruder,Florida,Unknown,High,C618,"People just broken my neighbor's house. I see address, but see address."
AUD-619,Audio,Shooting / gun violence,"West Palm Beach, Florida",Unknown,High,C619,"I think I got shot. Damn me, he repair 4203 Lake Avenue with Humbie."
AUD-620,Audio,Shooting / gun violence,Ohio,Unknown,High,C620,"The old black one behind, shoulders with the guard. Run towards the..."
AUD-621,Audio,Medical emergency,"Charles County, Maryland",Unknown,High,C621,"Mommy's full. If your mommy's sick, does she need a damn deal in? Mommy."
AUD-622,Audio,Missing person / abduction,North Carolina,Unknown,Medium,C622,I woke up this morning and my daughter was not in the house. I don't know if she woke up.
AUD-623,Audio,Shooting / gun violence,New Mexico,Unknown,High,C623,I just killed my daughter. You what? I just killed my daughter. I just killed my daughter.
AUD-624,Audio,Stabbing / assault,Texas,Unknown,High,C624,"Mr. Schumer, thank you. Man, man, man, man, man, man, man, man, man, man."
AUD-625,Audio,Building fire,"Palm Bay, Florida",Unknown,High,C625,I need to honor anyone quickly and honor fire fire inclusion
AUD-626,Audio,Building fire,"Palm Bay, Florida",Unknown,High,C626,"The house is on fire, the house is blowing up. Can you dial me? Listen, we've already got a car. Is it on a lap?"
AUD-627,Audio,Burglary / robbery / intruder,"Lincoln County, Oklahoma",Unknown,High,C627,There's a man at my back door he's trying to get in.
AUD-628,Audio,Shooting / gun violence,Ohio,Unknown,High,C628,We're going to eat!
AUD-629,Audio,Building fire,"Naples, Florida",Unknown,High,C629,He's trying to get his friends and coaches. He's trying to get his friends and coaches. He's trying to get his friends and coaches.
AUD-630,Audio,Building fire,"Naples, Florida",Unknown,High,C630,"that's heading south on 951. Yeah, it's a new model truck. Looks like a Dodge or a Ford."
AUD-631,Audio,Public safety / unusual incident,Canada,Unknown,Low,C631,"We've found an elephant walking down the street near the community center, the right 20."
AUD-632,Audio,Homicide / death investigation,California,Unknown,High,C632,"Oh, somebody's passed out! Somebody what? Somebody's passed out!"
AUD-633,Audio,Shooting / gun violence,Oklahoma,Unknown,High,C633,radio I have in there in the lobby with the gun. Alright is everybody okay everybody away from them?
AUD-634,Audio,Non-emergency / misuse of 911,"Livingston County, Michigan",Unknown,Low,C634,"Can we meet a police assistance for this student? Okay, what's going on?"
AUD-635,Audio,Domestic disturbance,"Lawton, Oklahoma",Unknown,Medium,C635,"My mom and her boyfriend, and her boyfriend, so can I have a warm up."
AUD-636,Audio,Shooting / gun violence,"Shephersville, Kentucky",Unknown,High,C636,"accidentally shot my husband. You accidentally shot your husband? Yeah. Okay, see breathing."
AUD-637,Audio,Medical emergency,"Reno, Nevada",Unknown,High,C637,[No intelligible speech detected]
AUD-638,Audio,Homicide / death investigation,"Payson, Utah",Unknown,High,C638,"These came up for a bit when I made her father's father. And I said, there were not many people."
AUD-639,Audio,Shooting / gun violence,DC,Unknown,High,C639,"and they're coming across to me at gunpoint and the 3,400 block that high would drive southeast."
AUD-640,Audio,Homicide / death investigation,"Brooksville, Florida",Unknown,High,C640,"I think someone came in and started shooting. I don't know where I'm at, one winter's drawing. It works really long."
AUD-641,Audio,Medical emergency,"3301 West Noelle Drive, Indiana",Unknown,High,C641,We got a baby that's not responsive. We're at 3301 West Noelle Drive.
AUD-642,Audio,Rescue / person trapped,"Warren, Ohio",Unknown,High,C642,"I'm not many things right now, but it's all urgent. These people, they came through my door."
AUD-643,Audio,Homicide / death investigation,"Linvingston County, Michigan",Unknown,High,C643,I'd like to call it the central robbery and my mother's a missing perk. I don't know. Yeah.
AUD-644,Audio,Homicide / death investigation,"Kent County, Michigan",Unknown,High,C644,"Okay, let's do it."
AUD-645,Audio,Traffic collision,"Winter Garden, Florida",Unknown,Medium,C645,"I went up the road, I'm in a retention pond right now. You're in the retention pond? Yeah."
AUD-646,Audio,Shooting / gun violence,"Macomb, Illinois",Unknown,High,C646,your emergency? I've got a gentleman in quarantine with a gun. I need someone here right now on the So many.
AUD-647,Audio,Stabbing / assault,Iowa,Unknown,High,C647,I need to file a proof leave your board to be sent off to my house.
AUD-648,Audio,Threat / suspicious activity,Oklahoma,Unknown,Medium,C648,and quickly help me from my turn to a moment and quickly hurry with your address.
AUD-649,Audio,Shooting / gun violence,"Brevard County, Florida",Unknown,High,C649,"shooting out, come to the fucking house! That's a way!"
AUD-650,Audio,Homicide / death investigation,"Glynn County, Georgia",Unknown,High,C650,"I just killed my teachers. What's your name, Mel? Julia Murray. What is it?"
AUD-651,Audio,Building fire,"30 turn 4 stops with 8 clues, Illinois",Unknown,High,C651,the building on 30 turn 4 stops with 8 clues on fire. Report of a house fire. House fire.
AUD-652,Audio,Building fire,Illinois,Unknown,High,C652,"There's a house on fire. There's a house on fire? 30 seconds, 48 seconds."
AUD-653,Audio,Homicide / death investigation,"Brevard County, Florida",Unknown,High,C653,"I think they should be the murder. Okay, and where is the person out that is the victim?"
AUD-654,Audio,Burglary / robbery / intruder,"Daytona Beach, Florida",Unknown,High,C654,I'm going to call him. Whoa.
AUD-655,Audio,Shooting / gun violence,Ohio,Unknown,High,C655,"The former Flickr store, there's a fight workout and the liquor store. Here's a customer folding him back. You guys need to..."
AUD-656,Audio,Shooting / gun violence,"Edgewater, Florida",Unknown,High,C656,and just stop me. Your husband shot you where at man. And there's some links if you
AUD-657,Audio,Traffic collision,"Livingston, Louisiana",Unknown,Medium,C657,I've got a black man here that's so good in our house. Your band is...
AUD-658,Audio,Stabbing / assault,"Seaworld Orlando, Florida",Unknown,High,C658,We have a trainer in the water with one of our whales. The whale that's been up to be in the water with. Okay.
AUD-659,Audio,Burglary / robbery / intruder,"Norwalk, California",Unknown,High,C659,"Oh, there's some call. There's some guy. There's a guy with a human mom and dad. Can you close?"
AUD-660,Audio,Building fire,"Spotsylvania County, Virginia",Unknown,High,C660,"I think the house is on fire. Okay, what name where is it? 1, 2, 2, 1, 8."
AUD-661,Audio,Homicide / death investigation,"Vineland, New Jersey",Unknown,High,C661,I just killed somebody. You what? I just killed somebody. You killed somebody? Yeah.
AUD-662,Audio,Homicide / death investigation,Florida,Unknown,High,C662,"and shock, which has fired at the public's forever orange in the high lock."
AUD-663,Audio,Homicide / death investigation,"Canada, Florida",Unknown,High,C663,"or in Canada there's somebody in the store. Okay, or in Canada anywhere."
AUD-664,Audio,Missing person / abduction,Florida,Unknown,Medium,C664,the media leader the guy with a knife for me is on my own brown token don't run nay
AUD-665,Audio,Building fire,Florida,Unknown,High,C665,"I've been wearing a breeze. Okay, you've got a single family home or an apartment, man."
AUD-666,Audio,Shooting / gun violence,Florida,Unknown,High,C666,"I'm not playing that shot. Alright, Santa, I'm going to come in with three and three over the rescue."
AUD-667,Audio,Shooting / gun violence,"Orangeburg County, South Carolina",Unknown,High,C667,"I'm gonna go to the pool hall. If you wouldn't be there, this is doing..."
AUD-668,Audio,Burglary / robbery / intruder,"Palm Beach Gardens, Florida",Unknown,High,C668,"I don't have money inside this thing. So, so, so. I don't have..."
AUD-669,Audio,Homicide / death investigation,Arizona,Unknown,High,C669,This is my one one. Do you need police or medicine?
AUD-670,Audio,Missing person / abduction,"Winter Springs, Florida",Unknown,Medium,C670,"Okay, I'm in the middle."
AUD-671,Audio,Shooting / gun violence,"Liberty, Ohio",Unknown,High,C671,"I'm not staring my arm, mom, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, arm, a"
AUD-672,Audio,Traffic collision,Texas,Unknown,Medium,C672,there's been an explosion on I-30 on the sorry 183 research.
AUD-673,Audio,Traffic collision,Texas,Unknown,Medium,C673,"a plane just crashed. Okay, what kind of plane was it? How big was it, sir? It looked like a decina, like a prop."
AUD-674,Audio,Shooting / gun violence,"Platte County, Missouri",Unknown,High,C674,"I know it's less evident I'm getting ready to kill somebody. No, it's less rare. Evertons. Evertons."
AUD-675,Audio,Burglary / robbery / intruder,Georgia,Unknown,High,C675,"No, everyone be on Broadway. College town, we're a mystery. By the way, we forget what we do. And we're going to school. We have a high school."
AUD-676,Audio,Shooting / gun violence,Florida,Unknown,High,C676,I just saw my best friend on the second hand. Just go on my car. I just saw your best friend had it. Where is it?
AUD-677,Audio,Sexual assault / stalking,Florida,Unknown,High,C677,"And then for Coyote's file with me. Okay, okay. I love that."
AUD-678,Audio,Fall / accidental injury,"Port Richey, Florida",Unknown,Medium,C678,"My dad calls in a duck. Here, here dad."
AUD-679,Audio,Domestic disturbance,"Clark County, Ohio",Unknown,Medium,C679,I went out broke. I'll see what that person I was getting here is. See what I get.
AUD-680,Audio,Stabbing / assault,"Harford County, Maryland",Unknown,High,C680,I can't see anything that I was shook with a bottle and I'm a police...
AUD-681,Audio,Traffic collision,"Yavapai County, Arizona",Unknown,Medium,C681,"I'll bring you in with that. Okay, are you?"
AUD-682,Audio,Stabbing / assault,North Carolina,Unknown,High,C682,We had someone come in and ask them for down 911 that they're a woman yelling.
AUD-683,Audio,Sexual assault / stalking,"Saratoga Springs, Utah",Unknown,High,C683,"Okay, it's a mind. Ma'am? Yes. What's the emergency? I..."
AUD-684,Audio,Rescue / person trapped,Oregon,Unknown,High,C684,There's someone on my door and he keeps on knocking on the door and he tried opening it.
AUD-685,Audio,Homicide / death investigation,"The Hill County, Texas",Unknown,High,C685,I just killed my children. Excuse me? I just killed my children. Where are you?
AUD-686,Audio,Non-emergency / misuse of 911,Florida,Unknown,Low,C686,you about. I got the ordered food which is totally really Good to listen again.
AUD-687,Audio,Domestic disturbance,Colorado,Unknown,Medium,C687,It sounded like gunshot behind the door.
AUD-688,Audio,Traffic collision,Florida,Unknown,Medium,C688,"This is the American Sea. My car is in the water right off the chest, the Mullins car."
AUD-689,Audio,Homicide / death investigation,"Pierce County, Washington",Unknown,High,C689,I'd like to report gunshot wound. Someone got a shot where?
AUD-690,Audio,Homicide / death investigation,New Jersey,Unknown,High,C690,I just came home and my girlfriend's and her mother's somebody hurt them and I know who to have that simple adherp.
AUD-691,Audio,Medical emergency,"Hillsborough County, Florida",Unknown,High,C691,Awardable congratulations about how to be okay
AUD-692,Audio,Homicide / death investigation,"Spring Hill, Florida",Unknown,High,C692,"My brother killed my brother. I heard this street name, but you guys are side in somewhere second."
AUD-693,Audio,Traffic collision,"the road, Florida",Unknown,Medium,C693,"the guy laying on the road and bleeding. Okay, ma'am, is even hit by a car? I don't know."
AUD-694,Audio,Child welfare / unattended child,Arizona,Unknown,Medium,C694,I can't play my son. I'll tell you what is your address.
AUD-695,Audio,Stabbing / assault,Texas,Unknown,High,C695,"Yeah, I feel my birthday. I'm sorry. I feel my birthday. They are dying. I"
AUD-696,Audio,Domestic disturbance,New Mexico,Unknown,High,C696,There's a report of somebody shooting you. I don't know where. You know if anybody's hurt right now? Yeah.
AUD-697,Audio,Domestic disturbance,New Mexico,Unknown,Medium,C697,"Where's your emergency? We're at. We're at. We're at here in 1600. 1,600."
AUD-698,Audio,Burglary / robbery / intruder,California,Unknown,High,C698,"We're at our house and trying to break into our house. Okay, where's your mom at? She got one."
AUD-699,Audio,Building fire,"Hartford, Connecticut",Unknown,High,C699,The shoe over there. That's why you're surfing. I'm in the boat.
AUD-700,Audio,Animal attack,Texas,Unknown,Medium,C700,There are bees like hundreds swarming around a guy who can't get up off the ground thousand.
AUD-701,Audio,Water emergency / drowning,Iowa,Unknown,High,C701,20 feet underwater. They don't really need to get out of here. Out of here. It's 9.0.
AUD-702,Audio,Animal attack,"Lorain, Ohio",Unknown,Medium,C702,"Alright, so we can fit By an even more"
AUD-703,Audio,Stabbing / assault,Ohio,Unknown,High,C703,"I do need to be right down. Alright, we will be right up."
AUD-704,Audio,Child welfare / unattended child,"Del Ray Beach, Florida",Unknown,Medium,C704,One of the kids who met them from South India on the van will see I wear a wear ton of chitok here
AUD-705,Audio,Building fire,South Carolina,Unknown,High,C705,"I'm fine, this is smoking away. You say Green Park and Dogwood?"
AUD-706,Audio,Shooting / gun violence,"Los Angeles County, California",Unknown,High,C706,She's not waking up. Okay. What's her address?
AUD-707,Audio,Homicide / death investigation,"Visalia, California",Unknown,High,C707,"I just shot the morning vision over here until area. You did? Yes, it is. Your name is..."
AUD-708,Audio,Domestic disturbance,"Murray County, Georgia",Unknown,Medium,C708,And this guy has a gun in my head. I need the car. The guy has got a gun in the car.
AUD-709,Audio,Homicide / death investigation,Arizona,Unknown,High,C709,"So, I reach a lot of times before the part of the road. Out there. And come on."
AUD-710,Audio,Medical emergency,"Grand Lake, Colorado",Unknown,High,C710,"I'm going to see the black animals by a loose, okay? And if you can't just in breathing."
DOC-001,PDF,Training Proposal,the Benton County Sheriff,26-May-15,Low,RPT_001,The purpose of obtaining this vehicle is for it to be utilized by the Benton County
DOC-002,PDF,Training Proposal,the Benton County Sheriff,2015/04/10,Low,RPT_002,Equipment request: tactical gear listed
DOC-003,PDF,Training Proposal,Benton County Sheriff,2015/04/10,Low,RPT_003,PURPOSE:
DOC-004,PDF,Training Proposal,the MRAP must be parked in an area designated by the commander at the Benton County Sheriff,2015/04/10,Low,RPT_004,Equipment request: tactical gear listed
DOC-005,PDF,Training Proposal,Benton Police Department,2015/04/10,Low,RPT_005,Equipment request: tactical gear listed
DOC-006,PDF,Request,Benton Police Department,2015/04/10,Medium,RPT_006,Equipment request: tactical gear listed
DOC-007,PDF,Training Proposal,Personnel who are assigned the responsibility of operating the ARV shall complete training approved by BNPD,2015/04/10,Low,RPT_007,Equipment request: tactical gear listed
DOC-008,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_008,Equipment request: tactical gear listed
DOC-009,PDF,Application,STATE OF ARKANSAS  Commission,01-Jul-14,Low,RPT_009,Equipment request: tactical gear listed
DOC-010,PDF,Training Proposal,Bryant Police Department,2015/04/10,Low,RPT_010,Equipment request: tactical gear listed
DOC-011,PDF,Training Proposal,CABOT POLICE DEPARTMENT,2015/04/10,Low,RPT_011,Purpose: Mine Resistant Ambush Protected Vehicle (MRAP)
DOC-012,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_012,Equipment request: tactical gear listed
DOC-013,PDF,Training Proposal,All documented training on the MRAP will be forwarded to the Team Commander and the Cabot Police Department,2015/04/10,Low,RPT_013,Equipment request: tactical gear listed
DOC-014,PDF,Training Proposal,Cabot Police Department,2015/04/10,Low,RPT_014,Equipment request: tactical gear listed
DOC-015,PDF,Training Proposal,Sheriff,29-May-15,Low,RPT_015,Equipment request: tactical gear listed
DOC-016,PDF,Training Proposal,Chief Deputy  Craighead County Sheriff,2015/04/10,Low,RPT_016,Equipment request: tactical gear listed
DOC-017,PDF,Training Proposal,Craighead County Sheriff,2015/04/10,Low,RPT_017,Equipment request: tactical gear listed
DOC-018,PDF,Training Proposal,Hours Deputy Sheriff,2015/04/10,Low,RPT_018,Equipment request: tactical gear listed
DOC-019,PDF,Training Proposal,Craighead County Sheriff,2015/04/10,Low,RPT_019,Purpose: Special Response and Tactics / Operations
DOC-020,PDF,Request,Crawford County Sheriff,2015/04/10,Medium,RPT_020,Equipment request: tactical gear listed
DOC-021,PDF,Training Proposal,Crawford County Sheriff,27-Jan-15,Low,RPT_021,Equipment request: tactical gear listed
DOC-022,PDF,Training Proposal,MRAP  Crawford County Sheriff,2015/04/10,Low,RPT_022,Purpose: Special Response and Tactics / Operations
DOC-023,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_023,Equipment request: tactical gear listed
DOC-024,PDF,Training Proposal,Fort Smith Police Department,19-Jan-15,Low,RPT_024,Equipment request: tactical gear listed
DOC-025,PDF,Training Proposal,Fort Smith Police Department,2015/04/10,Low,RPT_025,Purpose: Special Response and Tactics / Operations
DOC-026,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_026,Equipment request: tactical gear listed
DOC-027,PDF,Training Proposal,Hot Springs Police Department,2015/04/10,Low,RPT_027,Equipment request: tactical gear listed
DOC-028,PDF,Training Proposal,Hot Springs Police Department,2015/04/10,Low,RPT_028,Equipment request: tactical gear listed
DOC-029,PDF,Training Proposal,Hot Springs Police Department,2015/04/10,Low,RPT_029,Equipment request: tactical gear listed
DOC-030,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_030,Equipment request: tactical gear listed
DOC-031,PDF,Training Proposal,Sheriff,2015/04/10,Low,RPT_031,The purpose of
DOC-032,PDF,Training Proposal,which was allocated to the Jacksonville AR Police Department,14-Jan-15,Low,RPT_032,Equipment request: tactical gear listed
DOC-033,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_033,Equipment request: tactical gear listed
DOC-034,PDF,Training Proposal,The Jefferson County Sheriff,13-Jan-15,Low,RPT_034,PURPOSE:
DOC-035,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_035,Equipment request: tactical gear listed
DOC-036,PDF,Training Proposal,LITTLE ROCK POLICE DEPARTMENT,2015/04/10,Low,RPT_036,Equipment request: tactical gear listed
DOC-037,PDF,Training Proposal,and Rules and Regulations of the Little Rock Police Department,2015/04/10,Low,RPT_037,Equipment request: tactical gear listed
DOC-038,PDF,Training Proposal,program in which government property may be obtained for the police department,2015/04/10,Low,RPT_038,Equipment request: tactical gear listed
DOC-039,PDF,Request,Arkansas PD,2015/04/10,Medium,RPT_039,Equipment request: tactical gear listed
DOC-040,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_040,Equipment request: tactical gear listed
DOC-041,PDF,Request,Arkansas PD,2015/04/10,Medium,RPT_041,Equipment request: tactical gear listed
DOC-042,PDF,Training Proposal,Arkansas PD,5600/12/16,Low,RPT_042,Equipment request: tactical gear listed
DOC-043,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_043,Equipment request: tactical gear listed
DOC-044,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_044,Equipment request: tactical gear listed
DOC-045,PDF,Request,Arkansas PD,2015/04/10,Medium,RPT_045,the purpose of
DOC-046,PDF,Request,Arkansas PD,5600/12/10,Medium,RPT_046,Equipment request: tactical gear listed
DOC-047,PDF,Request,prescribe general policies to all Police Department,5600/12/11,Medium,RPT_047,The purpose of this section is to provide information and
DOC-048,PDF,Request,Arkansas PD,5600/12/12,Medium,RPT_048,The purpose of a special VFR clearance is
DOC-049,PDF,Training Proposal,Arkansas PD,5600/12/13,Low,RPT_049,Equipment request: tactical gear listed
DOC-050,PDF,Training Proposal,Arkansas PD,5600/12/14,Low,RPT_050,The purpose of the
DOC-051,PDF,Training Proposal,Arkansas PD,5600/12/15,Low,RPT_051,Equipment request: tactical gear listed
DOC-052,PDF,Request,Aviation Unit personnel shall respond to all requests for service made by members of the Police Department,5600/12/17,Medium,RPT_052,Equipment request: tactical gear listed
DOC-053,PDF,Request,LITTLE ROCK POLICE DEPARTMENT,21-May-15,Medium,RPT_053,Equipment request: tactical gear listed
DOC-054,PDF,Request,NY  City of Little Rock  Police Department,17-Jun-14,Medium,RPT_054,Equipment request: tactical gear listed
DOC-055,PDF,Request,When the Department of Defense Surplus Program started issuing local police and sheriff,2015/04/10,Medium,RPT_055,Equipment request: tactical gear listed
DOC-056,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_056,Equipment request: tactical gear listed
DOC-057,PDF,Application,Arkansas Law,2015/04/10,Low,RPT_057,Equipment request: tactical gear listed
DOC-058,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_058,Equipment request: tactical gear listed
DOC-059,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_059,Equipment request: tactical gear listed
DOC-060,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_060,Equipment request: tactical gear listed
DOC-061,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_061,Equipment request: tactical gear listed
DOC-062,PDF,Request,LITTLE ROCK POLICE DEPARTMENT,2015/04/10,Medium,RPT_062,Equipment request: tactical gear listed
DOC-063,PDF,Request,ARKANSAS zip,2015/04/10,Medium,RPT_063,Equipment request: tactical gear listed
DOC-064,PDF,Training Proposal,LITTLE ROCK POLICE DEPARTMENT,19-Feb-15,Low,RPT_064,Equipment request: tactical gear listed
DOC-065,PDF,Request,The Little Rock Police Department,2015/04/10,Medium,RPT_065,Equipment request: tactical gear listed
DOC-066,PDF,Training Proposal,Lonoke County Sheriff,2015/04/10,Low,RPT_066,Equipment request: tactical gear listed
DOC-067,PDF,Training Proposal,Lonoke County Sheriff,2015/04/10,Low,RPT_067,Equipment request: tactical gear listed
DOC-068,PDF,Training Proposal,Lonoke County Sheriff,2015/04/10,Low,RPT_068,Equipment request: tactical gear listed
DOC-069,PDF,Training Proposal,County of Mississippi State of Arkansas  SHERIFF,17-Dec-14,Low,RPT_069,Equipment request: tactical gear listed
DOC-070,PDF,Training Proposal,Pulaski County  Office of the Sheriff,08-Jun-15,Low,RPT_070,The purpose of the vehicle is for use by the PCSO Special Weapons and Tactics (SWAT) Team in
DOC-071,PDF,Training Proposal,James Ray Arkansas Department,2015/04/10,Low,RPT_071,Equipment request: tactical gear listed
DOC-072,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_072,Equipment request: tactical gear listed
DOC-073,PDF,Training Proposal,Arkansas PD,2015/04/10,Low,RPT_073,Equipment request: tactical gear listed
DOC-074,PDF,Training Proposal,AMERICAN ROAD  SHERIFF,01-Jun-15,Low,RPT_074,The purpose of this
DOC-075,PDF,Training Proposal,Sheriff,2015/04/10,Low,RPT_075,Equipment request: tactical gear listed
IMG-001,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_001,smoke:1.00
IMG-002,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_002,smoke:1.00
IMG-003,Image,Smoke Scene,Scene photograph,Unknown,Medium,IMG_003,smoke:1.00
IMG-004,Image,Fire and Smoke Scene,Scene photograph,Unknown,High,IMG_004,fire:1.00; smoke:1.00
IMG-005,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_005,
IMG-006,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_006,
IMG-007,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_007,
IMG-008,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_008,
IMG-009,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_009,
IMG-010,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_010,
IMG-011,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_011,
IMG-012,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_012,
IMG-013,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_013,
IMG-014,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_014,
IMG-015,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_015,
IMG-016,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_016,
IMG-017,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_017,
IMG-018,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_018,
IMG-019,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_019,
IMG-020,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_020,
IMG-021,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_021,
IMG-022,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_022,
IMG-023,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_023,
IMG-024,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_024,
IMG-025,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_025,
IMG-026,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_026,
IMG-027,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_027,
IMG-028,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_028,
IMG-029,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_029,
IMG-030,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_030,
IMG-031,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_031,
IMG-032,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_032,
IMG-033,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_033,
IMG-034,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_034,
IMG-035,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_035,
IMG-036,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_036,
IMG-037,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_037,
IMG-038,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_038,
IMG-039,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_039,
IMG-040,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_040,
IMG-041,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_041,
IMG-042,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_042,
IMG-043,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_043,
IMG-044,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_044,
IMG-045,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_045,
IMG-046,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_046,
IMG-047,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_047,
IMG-048,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_048,
IMG-049,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_049,
IMG-050,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_050,
IMG-051,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_051,
IMG-052,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_052,
IMG-053,Image,No-fire / Unknown Scene,Scene photograph,Unknown,High,IMG_053,
